iter	RMSE
348	4.320128424
349	4.316999246
350	4.314806173
351	4.314121919
352	4.309869609
353	4.309618565
354	4.306478322
355	4.304491438
356	4.299678569
357	4.295854716
358	4.292521323
359	4.29216593
360	4.289617883
361	4.287267341
362	4.285635971
363	4.280598163
364	4.278397786
365	4.27644334
366	4.273875519
367	4.27123304
368	4.269797068
369	4.266642141
370	4.264615992
371	4.264328259
372	4.262030718
373	4.258929331
374	4.257048512
375	4.255899419
376	4.25557296
377	4.252944806
378	4.250971497
379	4.249739343
380	4.248496063
381	4.24684968
382	4.246544715
383	4.246356259
384	4.242791924
385	4.240662941
386	4.234815726
387	4.232989252
388	4.232644118
389	4.225358794
390	4.22215274
391	4.217920738
392	4.217433973
393	4.211133058
394	4.208707007
395	4.207264857
396	4.205923607
397	4.20367258
398	4.201879117
399	4.19842359
400	4.196881843
401	4.193704099
402	4.192591735
403	4.185573933
404	4.179172171
405	4.17788866
406	4.174615244
407	4.17329367
408	4.172992334
409	4.16922091
410	4.168588502
411	4.166516797
412	4.163350475
413	4.158930406
414	4.15719046
415	4.155232349
416	4.150987945
417	4.14738246
418	4.144353911
419	4.142575495
420	4.140899351
421	4.137474006
422	4.134745838
423	4.134265721
424	4.129697821
425	4.129222651
426	4.127175964
427	4.125587626
428	4.122992127
429	4.12010186
430	4.119615311
431	4.117062022
432	4.115100533
433	4.109929907
434	4.109207861
435	4.109051454
436	4.105645279
437	4.101619931
438	4.09804612
439	4.095796673
440	4.093962112
441	4.092177444
442	4.092017958
443	4.090254944
444	4.089634299
445	4.087416668
446	4.08578789
447	4.083269875
448	4.081112261
449	4.079482678
450	4.078156551
451	4.07411671
452	4.071521816
453	4.070880526
454	4.069816964
455	4.069088901
456	4.067424285
457	4.063118324
458	4.058766344
459	4.058490103
460	4.053599413
461	4.052413731
462	4.046077621
463	4.045795384
464	4.04209938
465	4.040433243
466	4.037250919
467	4.034432535
468	4.032434556
469	4.031527131
470	4.02959251
471	4.028217548
472	4.022884329
473	4.021477993
474	4.018949892
475	4.018438205
476	4.014212768
477	4.014074276
478	4.010245676
479	4.007276969
480	4.005641167
481	4.001053171
482	3.999749971
483	3.998860295
484	3.993618062
485	3.991576765
486	3.98983448
487	3.987302536
488	3.985139452
489	3.984685356
490	3.980939588
491	3.980164174
492	3.978945261
493	3.975365226
494	3.975146953
495	3.972676291
496	3.970885257
497	3.970098615
498	3.96737029
499	3.967264202
500	3.965119136
501	3.963638445
502	3.96010873
503	3.959320703
504	3.957319259
505	3.956068617
506	3.952415505
507	3.9479232
508	3.945321835
509	3.943469835
510	3.942764808
511	3.938950217
512	3.935056762
513	3.93206471
514	3.930778137
515	3.928871886
516	3.926871143
517	3.926718104
518	3.925192752
519	3.920265899
520	3.919474827
521	3.917502472
522	3.913431308
523	3.912446598
524	3.91221641
525	3.910292734
526	3.907445035
527	3.904542925
528	3.90384505
529	3.902900083
530	3.900471083
531	3.898792772
532	3.895282369
533	3.894638053
534	3.893767882
535	3.89076895
536	3.888972578
537	3.886047926
538	3.882000727
539	3.877500012
540	3.875750085
541	3.873555011
542	3.870689619
543	3.868901938
544	3.86873302
545	3.868586102
546	3.864729174
547	3.863135599
548	3.861816025
549	3.859836838
550	3.853105338
551	3.852638765
552	3.85212859
553	3.849720166
554	3.848005463
555	3.844970492
556	3.841564312
557	3.839619593
558	3.836034387
559	3.832596221
560	3.83043776
561	3.828531085
562	3.827740872
563	3.823286953
564	3.818440726
565	3.818312397
566	3.816769062
567	3.815338924
568	3.811052428
569	3.808534357
570	3.807861293
571	3.807538171
572	3.805865227
573	3.805633482
574	3.801966495
575	3.801697351
576	3.797213275
577	3.795013051
578	3.79382231
579	3.79195206
580	3.787411328
581	3.78496536
582	3.781616316
583	3.780477996
584	3.780341686
585	3.779436823
586	3.778026242
587	3.775132072
588	3.773596341
589	3.771184831
590	3.769169421
591	3.766349549
592	3.764332463
593	3.760476324
594	3.760053648
595	3.757481817
596	3.756022874
597	3.752084114
598	3.75006812
599	3.746530631
600	3.745262451
601	3.743583852
602	3.739733635
603	3.738212764
604	3.736423809
605	3.732885203
606	3.727460234
607	3.727144376
608	3.725010061
609	3.723223708
610	3.720839819
611	3.719046293
612	3.718288093
613	3.717373238
614	3.715840864
615	3.713724216
616	3.713624529
617	3.712813762
618	3.712702982
619	3.710638689
620	3.709694506
621	3.706712527
622	3.705689827
623	3.703192237
624	3.70173046
625	3.697223653
626	3.694721064
627	3.692597195
628	3.6854117
629	3.682684035
630	3.682015198
631	3.681609852
632	3.679978262
633	3.679150449
634	3.67404457
635	3.671029503
636	3.664771533
637	3.661939145
638	3.659162852
639	3.653442581
640	3.651180643
641	3.651069516
642	3.649868998
643	3.647661744
644	3.644633175
645	3.6435423
646	3.643367635
647	3.642210505
648	3.641801328
649	3.640571273
650	3.638800071
651	3.637719698
652	3.636878425
653	3.635546973
654	3.63338234
655	3.629505341
656	3.625212275
657	3.62453614
658	3.6231971
659	3.620420528
660	3.617241502
661	3.617136328
662	3.613771195
663	3.611998119
664	3.61017298
665	3.606394123
666	3.603661724
667	3.598338263
668	3.592045077
669	3.591877433
670	3.591239547
671	3.588331904
672	3.586141727
673	3.584956589
674	3.582548468
675	3.580993337
676	3.579090983
677	3.578354631
678	3.577229931
679	3.574267834
680	3.573727825
681	3.572012355
682	3.571073912
683	3.569046934
684	3.565532037
685	3.56388284
686	3.561548279
687	3.55979608
688	3.558126598
689	3.556784202
690	3.553383192
691	3.55291735
692	3.548939676
693	3.545142731
694	3.543950099
695	3.541287307
696	3.540494104
697	3.539485069
698	3.537163224
699	3.536258879
700	3.53243428
701	3.529356312
702	3.525677277
703	3.52445911
704	3.524385738
705	3.521026428
706	3.519094361
707	3.517954049
708	3.517420568
709	3.515737414
710	3.515344148
711	3.511755326
712	3.511685076
713	3.510091717
714	3.508827648
715	3.508564448
716	3.507896008
717	3.507268254
718	3.506705119
719	3.505258819
720	3.502003854
721	3.497924823
722	3.496385096
723	3.494525439
724	3.492398543
725	3.49141584
726	3.490862808
727	3.490035137
728	3.488389778
729	3.485100558
730	3.48214651
731	3.478252954
732	3.477079851
733	3.476509747
734	3.473832335
735	3.471268397
736	3.470365534
737	3.468956395
738	3.467746748
739	3.465021853
740	3.463589394
741	3.4624532
742	3.460599226
743	3.46008364
744	3.457335645
745	3.45556545
746	3.454434486
747	3.45183138
748	3.449719988
749	3.44837975
750	3.44486668
751	3.442599107
752	3.440387343
753	3.43898032
754	3.43852512
755	3.436779338
756	3.434930407
757	3.433919857
758	3.43241773
759	3.431016408
760	3.430923088
761	3.428185185
762	3.427476849
763	3.425493864
764	3.423963219
765	3.41958162
766	3.417845469
767	3.41515018
768	3.413820741
769	3.412089044
770	3.412001236
771	3.409291021
772	3.406931355
773	3.4059115
774	3.403612825
775	3.400086478
776	3.396969393
777	3.395707129
778	3.394346662
779	3.391080628
780	3.389156718
781	3.389013744
782	3.386039375
783	3.38416276
784	3.382700921
785	3.381528232
786	3.381056487
787	3.380039249
788	3.376916914
789	3.37577049
790	3.375443986
791	3.372856514
792	3.371976123
793	3.37058304
794	3.368282896
795	3.367339884
796	3.364386116
797	3.362421038
798	3.35837928
799	3.356705619
800	3.355539189
801	3.352948022
802	3.352385884
803	3.351504627
804	3.349809803
805	3.34843648
806	3.346063983
807	3.344607463
808	3.343194274
809	3.341383591
810	3.338156921
811	3.334436606
812	3.333934297
813	3.332636352
814	3.331851276
815	3.328706002
816	3.327573477
817	3.326777379
818	3.325149117
819	3.323320582
820	3.322556559
821	3.321469804
822	3.320768874
823	3.31818522
824	3.317206754
825	3.314907615
826	3.312664753
827	3.310439559
828	3.309638426
829	3.308555053
830	3.304314531
831	3.303448916
832	3.302588236
833	3.300589438
834	3.297144338
835	3.293455628
836	3.292272277
837	3.289143999
838	3.287637263
839	3.285259493
840	3.284285106
841	3.2824359
842	3.281000118
843	3.279468868
844	3.276262676
845	3.275269634
846	3.274517549
847	3.272532775
848	3.27118189
849	3.269721687
850	3.267076133
851	3.266825404
852	3.265982396
853	3.265873611
854	3.265419077
855	3.265383358
856	3.263307914
857	3.262186013
858	3.260368137
859	3.260273739
860	3.258755969
861	3.255763253
862	3.253774273
863	3.252417007
864	3.250470826
865	3.246534791
866	3.246227334
867	3.245943572
868	3.24285786
869	3.24276179
870	3.23939151
871	3.23783239
872	3.236646418
873	3.236591722
874	3.235817267
875	3.233087337
876	3.232954155
877	3.232644257
878	3.231223808
879	3.22956105
880	3.22691977
881	3.222453528
882	3.221275277
883	3.218962343
884	3.216090581
885	3.215957865
886	3.215802214
887	3.213130855
888	3.208787245
889	3.208086786
890	3.20736882
891	3.206805595
892	3.20651143
893	3.20540793
894	3.205160178
895	3.205092045
896	3.203737118
897	3.201021151
898	3.19899743
899	3.198044668
900	3.19766955
901	3.197338466
902	3.194992943
903	3.192857517
904	3.191128196
905	3.189793443
906	3.189111539
907	3.186775968
908	3.184403118
909	3.18299376
910	3.182410505
911	3.182315262
912	3.181064127
913	3.179456627
914	3.179342608
915	3.1780906
916	3.176879324
917	3.175431759
918	3.174355487
919	3.171603113
920	3.168833395
921	3.167862561
922	3.165894882
923	3.165610488
924	3.163304952
925	3.161929577
926	3.161568901
927	3.158743986
928	3.155218279
929	3.15244399
930	3.151918639
931	3.151423917
932	3.149071649
933	3.148849959
934	3.147805081
935	3.144580215
936	3.140313524
937	3.139466731
938	3.138415191
939	3.137334684
940	3.135480025
941	3.134816287
942	3.133489273
943	3.133462368
944	3.132038913
945	3.13190378
946	3.130711756
947	3.130449722
948	3.12991871
949	3.129867591
950	3.128300261
951	3.126483569
952	3.124840551
953	3.121950975
954	3.121230792
955	3.120024204
956	3.119969493
957	3.118752222
958	3.118280727
959	3.117250202
960	3.116478305
961	3.116087144
962	3.113944677
963	3.109834389
964	3.108791284
965	3.107165776
966	3.1054695
967	3.104240358
968	3.10282654
969	3.102088222
970	3.099390573
971	3.096658574
972	3.095373502
973	3.093644782
974	3.091418933
975	3.09065686
976	3.090512795
977	3.089965834
978	3.087768576
979	3.086859251
980	3.08546646
981	3.083844819
982	3.083261652
983	3.082113143
984	3.081185678
985	3.080069984
986	3.077089618
987	3.076868583
988	3.073951152
989	3.070609433
990	3.067389827
991	3.067173998
992	3.066887304
993	3.06613675
994	3.064247258
995	3.063529111
996	3.062145347
997	3.060364302
998	3.058552383
999	3.056398134
